timestamp,event_type,source,keyword,outcome,severity,description,control_ref,scan_id
"2026-03-02T18:29:37Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Hospital preparedness exercises for paediatric mass casualty ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:39Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: NYPD heightens patrols across NYC after Iran attack - YouTube","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:39Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Can Mamdani Fix Property Taxes After Adams Failed?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:39Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Dr Anthony Chaffee Diet Beginners Advice My Reaction Keto And ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:39Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Senate Republicans unveil a housing plan designed to help New ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:40Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: [PDF] Can Seniors Get Reduced Fares - on United Airlines?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:40Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: [PDF] Can Seniors Get Reduced Fares - on Delta Airlines?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:40Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Survival Starter Plan Reviews and Complaints (The Typical ... - AWS","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:40Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Home Page | San Francisco International Airport","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:40Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Survival Starter Plan Client Reviews 2026 (Achieving New Heights ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:41Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Easy Power Plan New Customer Reviews (One ... - Amazon AWS","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:44Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Thomson Reuters: Clarifying the Complex","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:44Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: ((Expedia Support Guide))Does Expedia offer car rental discounts?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:44Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: [PDF] ((Travel ~ Advisory Line)How to check Southwest Airlines flight status?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:45Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Presenting Portable Text | Sanity Docs","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:45Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: (( Global Big Major Update for 2026$$35 )) Southwest Missed Flight ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:45Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Guardality Safe Card Protection Reviews & Complaints (The Typical ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:45Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Ultraxtend WiFi New Customer Reviews (A Clear Look at What ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:45Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Memorysafex New Customer Reviews (“Worth It” or Not? A Practical ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:46Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Innovation, Science and Economic Development Canada | Official site","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:46Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: File a Claim | UPS - Canada","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:47Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New York dump - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:47Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: NYC dump ⛴️ #newyorkcity - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:48Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: towson & new york city dump             - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:48Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New York photo dump Numbered all 17 — tell me which one you felt ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:48Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: NYPD..!! (New york photo dump)    #newyorkcity ... - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:48Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: NYPD! (new york photo dump) - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:48Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New York Dump - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:49Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Six hospitalized after elevated carbon monoxide levels in Brooklyn","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:49Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Qilin ransomware gang leaks 700K files tied to NYC transit workers","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:49Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Carbon monoxide leak in Flatlands hospitalizes six - Brooklyn Eagle","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:51Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: delivering protected bike lanes, better bus lanes, and vibrant public ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:51Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: [PDF] Proposed New York City Transition Vault Location and Site Plan ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:51Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Open Floor Plan - New York NY Real Estate - 2655 Homes For Sale","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:51Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New York City mayor says he discussed major housing plan ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:51Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New York city itinerary suggestions needed - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:52Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New York City Mayor Zohran Mamdani arrived at the White House ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:52Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Mayor Mamdani scraps plan to hire 5,000 NYPD officers - Police1","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:52Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Mamdani gifts Trump fake front page to cajole him into ... - Politico","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:52Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: New House Plans & Designs","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:52Z","SEARCH_WEB","tavily_search","New York City","found","low","Web result: Official Site of NYC Mayor Zohran Mamdani - NYC Mayor's Office","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:29:53Z","CHECK_CVE","nist_nvd","New York City","not_found","info","No CVEs found for keyword","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:14Z","CHECK_THREAT","otx","New York City","found","low","Threat intel pulse: Threat Group APT28 Slips Office Malware into Doc Citing NYC Terror Attack (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:15Z","CHECK_THREAT","otx","New York City","found","low","Threat intel pulse: Phishing &  scam domain names (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:15Z","CHECK_THREAT","otx","New York City","found","low","Threat intel pulse: Malware - Malware Domain Feed V2 - November 03 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:15Z","CHECK_THREAT","otx","New York City","found","low","Threat intel pulse: Malware - Malware Domain Feed V2 - November 03 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:15Z","CHECK_THREAT","otx","New York City","found","low","Threat intel pulse: Pool's Closed (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:17Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: NYPD enhances patrols due to Jewish holiday, security concerns ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:17Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: New York City | Layout, Map, Economy, Culture, Facts, & ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:17Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: Demographics of New York City","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:18Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: 10 things to know before going to New York City","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:18Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: Official Website of New York City Government - nyc.gov","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:18Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: Hundreds of Iranian-Americans take to the streets of NYC to ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:18Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: Best of New York Tourism | Expedia Travel Guide","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:18Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: Blizzard of '26 Shuts Down New York City, Mamdani Says Worst Is ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:19Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: Protesters against U.S. attacks on Iran march through New York City","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:19Z","SEARCH_CHAN","fourchan_dork","New York City","found","low","Web result: New York City LIVE Manhattan on Thursday (February 26, 2026)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:23Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Texas gunman wore ""Property of Allah"" hoodie during attack, had ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:23Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: FBI investigating fatal Texas bar shooting as possible terrorist act","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:23Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: FBI probing whether Iran attack motivated Austin shooter who killed 2","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:24Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Austin, Texas mass shooting: What we know about suspect ... - CNN","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:24Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Why did US and Israel attack Iran and how long could the war last?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:24Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: American service members killed as Iran strikes back against ... - ABC","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:24Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Dozens reported dead in Iran after U.S., Israel launch major attack","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:24Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: 3 US troops killed in Iran attack - POLITICO","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:25Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: 3 dead, 14 injured in Sixth Street mass shooting; FBI investigating ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:25Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Iran: What Is Happening - Representative Ed Case","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:26Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Large Police Response to ARMC - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:26Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Mass Casualty Incidents - Police1","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:26Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Emplify Health by Bellin to hold mass casualty drill at Green Bay ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:27Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Heightened Threat Environment – Recent events may increase ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:27Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: AUSTIN MASS SHOOTING BREAKING NEWS | The FBI just ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:27Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: DC Police Department (@DCPoliceDept) / Posts / X - Twitter","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:27Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Hospital preparedness exercises for paediatric mass casualty ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:29Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Aerial Photograph of Bonus Army, Camp Marks, Washington, DC","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:29Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: American Public Health Association","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:29Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: the second + third exercises are crazy   TARGET ALL area of your ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:29Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: [PDF] ((Travel ~ Advisory Line)How to check Southwest Airlines flight status?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:29Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Arras Minerals Drills 52.4 Meters Grading 2.11% CuEq At The ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:29Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Vitaliano Aguirre II; Vicente Danao, former Davao City police chief ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:30Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: SpyCar Reviews Consumer Reports (Behind the Claims","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:30Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Belly Fat Exercise How To Lose Weight Viralshort Trendingshorts","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:30Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: house for sale in ndola mushili hillside - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:30Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Calorie Deficit And Tdee Calculator Weightlosstips Caloriedeficit ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:33Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Build a custom sign-in flow with multi-factor authentication - Clerk","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:33Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Truck Bed Covers From China; Institution of Antidumping and ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:33Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Edit document structure with the Content and Tags panels (Acrobat ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:33Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Best Practices for Comparing Strings in .NET - .NET | Microsoft Learn","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:34Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Presenting Portable Text | Sanity Docs","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:34Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: ((Expedia clearly Refund))Is Expedia fully refundable true?: Explained","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:34Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: What's New in Chrome | Docs","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:34Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Your Astrology Language Real Customers Reviews (Inside the Fine ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:34Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Soul Manifestation Reviews and Complaints - Amazon AWS","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:35Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Vital Dash Cam Reviews and Complaints - Amazon AWS","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:36Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Washington DC photo dump!!     (from two months ago) - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:36Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: DC Dump.   - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:37Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: K A M A L A. S | Washington, D.C. #Dump   KamalaForPresident","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:37Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: who knew that we were gonna have so much fun in the city??","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:37Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: LIVE: DC Water shares updates on Potomac sewage leak response ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:37Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Washington Gas offers new timeline for return after Centreville ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:37Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Judge bars Justice Department from searching through devices ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:38Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Judge bars government from 'wholesale' search of Post reporter's ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:38Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Judge bars Justice Department from searching through devices ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:39Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Plan International USA | Washington D.C. DC - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:39Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: ICI, DCALTA Partner to Promote Private Assets in DC Plans","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:39Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: U.S. Capitol - Visitor Center: Home","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:40Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Thomson Reuters: Clarifying the Complex","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:40Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: Trump Proposed a New Retirement Plan With Up to a $1000 Match ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:40Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: What is Trump's plan to boost retirement savings? - Reuters","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:40Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: WATCH: Trump announces public retirement plan with federal ... - PBS","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:40Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: meet the Content Planner! Plan out weeks of newsletters ... - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:41Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: What I Eat In A Day On Mounjaro 40lb Weight Loss Mounjaro Fyp","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:41Z","SEARCH_WEB","tavily_search","Washington DC","found","low","Web result: [PDF] Can Seniors Get Reduced Fares - on tURKISH Airlines?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:30:41Z","CHECK_CVE","nist_nvd","Washington DC","not_found","info","No CVEs found for keyword","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:03Z","CHECK_THREAT","otx","Washington DC","found","low","Threat intel pulse: Operation Ghost: The Dukes aren’t back – they never left (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:03Z","CHECK_THREAT","otx","Washington DC","found","low","Threat intel pulse: Phishing &  scam domain names (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:03Z","CHECK_THREAT","otx","Washington DC","found","low","Threat intel pulse: Crypto Mining Pool Hostnames (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:04Z","CHECK_THREAT","otx","Washington DC","found","low","Threat intel pulse: Malware - Malware Domain Feed V2 - November 03 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:04Z","CHECK_THREAT","otx","Washington DC","found","low","Threat intel pulse: Malware - Malware Domain Feed V2 - November 03 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:06Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Current Local Time in Washington DC, USA","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:06Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Moving to Washington, DC? Here are 13 Things to Know","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:06Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: National Mall | Washington DC","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:06Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Which country has the better capital city — Ottawa or Washington ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:07Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Woman and dog killed, 3 others stabbed in road rage incident on ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:07Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: “A group at a Washington D.C. restaurant was talking openly in the ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:07Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Washington DC Locals Spill The TRUTH About Living Here!","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:08Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Demonstrators gather in Washington, D.C. in support of the Iranian ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:08Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: What does Washington, D.C. look like just moments before the State ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:08Z","SEARCH_CHAN","fourchan_dork","Washington DC","found","low","Web result: Events | Washington DC","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:12Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: CBS LA added a new photo — in Los Angeles, CA. - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:13Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Los Angeles-area Iranians rally for freedom after U.S. and Israeli ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:13Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Conflicting protests happen across Los Angeles after ... - YouTube","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:13Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Thousands gather in Los Angeles to celebrate ayatollah's downfall","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:13Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Protesters rally across L.A. after U.S.- Israel attack on Iran - Facebook","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:13Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: WATCH LIVE: Protesters rally across LA after U.S.- Israel attack on Iran","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:14Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Attack on Iran prompts celebrations and protests in LA","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:14Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: At least two people were killed and 14 others were injured in a mass ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:14Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Iranians in Los Angeles react to the strikes on Iran | TPR","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:14Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Photo shows Austin gunman wearing 'Property of Allah' shirt - FOX 11","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:15Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: “Gun violence is the number one killer of our children in America ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:17Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Singer D4vd is target of L.A. County grand jury investigation into ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:17Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Singer D4vd named 'target' in investigation into teen's body found in ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:18Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Los Angeles Regions","AU-13","scan_20260302_182929_80227"
